day,hour,minute,temperature_C,power_W,pmv,ai_setpoint_C
186,4,60,25.7,0.0,0.85,28.0
186,5,15,26.01,3530594.9,1.0,28.0
186,5,20,26.18,3091212.27,1.09,28.0
186,5,30,26.24,2900677.29,1.12,28.0
186,5,40,26.31,2777980.17,1.15,28.0
186,5,50,26.34,2700606.59,1.17,28.0
186,5,60,26.35,2648318.72,1.18,28.0
186,6,15,26.31,2734786.47,1.15,28.0
186,6,25,26.32,2766830.94,1.16,28.0
186,6,33,26.35,2795385.92,1.18,28.0
186,6,43,26.39,2820624.26,1.2,28.0
186,6,53,26.43,2845900.77,1.22,28.0
186,6,63,26.47,2872530.75,1.24,28.0
186,7,13,26.91,3352090.52,1.45,25.5
186,7,22,25.62,4174922.39,0.81,25.5
186,7,33,25.51,3956427.93,0.75,25.5
186,7,43,25.5,3993464.75,0.75,25.5
186,7,53,25.5,4034096.8,0.75,25.5
186,7,62,25.5,4076383.28,0.75,25.5
186,8,12,25.5,4123615.1,0.75,26.0
186,8,23,25.99,3981812.22,1.0,26.0
186,8,32,26.0,4116168.58,1.0,26.0
186,8,42,26.0,4160932.8,1.0,26.0
186,8,53,26.0,4200277.34,1.0,26.0
186,8,62,26.0,4236221.24,1.0,26.0
186,9,12,26.0,4260145.4,1.0,25.5
186,9,23,25.52,4447706.79,0.76,25.5
186,9,33,25.5,4412402.27,0.75,25.5
186,9,43,25.5,4423205.05,0.75,25.5
186,9,53,25.5,4436331.61,0.75,25.5
186,9,63,25.5,4452517.19,0.75,25.5
186,10,13,25.5,4487339.2,0.75,26.0
186,10,23,25.98,4337242.37,0.99,26.0
186,10,33,26.0,4455722.66,1.0,26.0
186,10,43,26.0,4500621.98,1.0,26.0
186,10,53,26.0,4543355.5,1.0,26.0
186,10,63,26.0,4593594.31,1.0,26.0
186,11,13,26.0,4408649.35,1.0,25.5
186,11,25,25.54,4569024.23,0.77,25.5
186,11,30,25.5,4507509.63,0.75,25.5
186,11,40,25.5,4492459.68,0.75,25.5
186,11,50,25.5,4481860.66,0.75,25.5
186,11,60,25.5,4472871.79,0.75,25.5
186,12,10,25.5,4682420.1,0.75,26.0
186,12,25,25.96,4539002.22,0.98,26.0
186,12,30,26.0,4641755.91,1.0,26.0
186,12,40,26.0,4685100.09,1.0,26.0
186,12,50,26.0,4724071.43,1.0,26.0
186,12,60,26.0,4761333.07,1.0,26.0
186,13,10,26.0,4793017.08,1.0,25.5
186,13,25,25.54,4996371.24,0.77,25.5
186,13,30,25.5,4978539.2,0.75,25.5
186,13,40,25.5,5001816.25,0.75,25.5
186,13,50,25.5,5028136.17,0.75,25.5
186,13,60,25.5,5057107.22,0.75,25.5
186,14,10,25.5,5073193.14,0.75,26.0
186,14,25,25.96,4902993.27,0.98,26.0
186,14,30,26.0,4988692.87,1.0,26.0
186,14,45,26.0,5010780.84,1.0,26.0
186,14,55,26.0,5029425.59,1.0,26.0
186,14,65,26.0,5045766.02,1.0,26.0
186,15,15,26.0,5038018.04,1.0,25.5
186,15,25,25.54,5201311.96,0.77,25.5
186,15,35,25.5,5138480.89,0.75,25.5
186,15,45,25.5,5111436.71,0.75,25.5
186,15,55,25.5,5087196.67,0.75,25.5
186,15,65,25.5,5058060.65,0.75,25.5
186,16,13,25.5,4521822.37,0.75,26.0
186,16,23,25.98,4263091.22,0.99,26.0
186,16,33,26.0,4313785.13,1.0,26.0
186,16,43,26.0,4297159.18,1.0,26.0
186,16,53,26.0,4288358.15,1.0,26.0
186,16,63,26.0,4280563.7,1.0,26.0
186,17,13,26.0,4075771.2,1.0,25.5
186,17,23,25.52,4186713.55,0.76,25.5
186,17,33,25.5,4076407.27,0.75,25.5
186,17,43,25.5,4018208.43,0.75,25.5
186,17,53,25.5,3962324.37,0.75,25.5
186,17,63,25.5,3905110.66,0.75,25.5
186,18,13,25.5,3852257.89,0.75,26.0
186,18,23,25.98,3615772.65,0.99,26.0
186,18,33,26.0,3654824.58,1.0,26.0
186,18,43,26.0,3608634.38,1.0,26.0
186,18,53,26.0,3561371.52,1.0,26.0
186,18,63,26.0,3509723.91,1.0,26.0
186,19,13,26.0,3416281.21,1.0,28.0
186,19,23,26.56,3116298.3,1.28,28.0
186,19,33,26.92,3038245.98,1.46,28.0
186,19,43,27.03,2984649.81,1.51,28.0
186,19,55,27.07,2950308.88,1.53,28.0
186,19,65,27.08,2920889.05,1.54,28.0
186,20,15,27.08,2894361.08,1.54,28.0
186,20,25,27.07,2869646.78,1.54,28.0
186,20,35,27.07,2846260.58,1.53,28.0
186,20,45,27.06,2823741.26,1.53,28.0
186,20,55,27.05,2801845.63,1.52,28.0
186,20,60,27.03,2780589.76,1.52,28.0
186,21,12,26.76,0.0,1.38,28.0
186,21,25,26.54,0.0,1.27,28.0
186,21,30,26.45,0.0,1.23,28.0
186,21,40,26.43,0.0,1.22,28.0
186,21,50,26.42,0.0,1.21,28.0
186,21,60,26.42,0.0,1.21,28.0
186,22,10,26.41,0.0,1.2,28.0
186,22,20,26.4,0.0,1.2,28.0
186,22,30,26.4,0.0,1.2,28.0
186,22,40,26.4,0.0,1.2,28.0
186,22,50,26.4,0.0,1.2,28.0
186,22,60,26.4,0.0,1.2,28.0
186,23,10,26.38,0.0,1.19,28.0
186,23,20,26.37,0.0,1.18,28.0
186,23,30,26.35,0.0,1.18,28.0
186,23,40,26.34,0.0,1.17,28.0
186,23,50,26.32,0.0,1.16,28.0
186,23,60,26.31,0.0,1.16,28.0
187,0,10,26.3,0.0,1.15,28.0
187,0,20,26.3,0.0,1.15,28.0
187,0,30,26.29,0.0,1.15,28.0
187,0,40,26.29,0.0,1.15,28.0
187,0,50,26.29,0.0,1.14,28.0
187,0,60,26.28,0.0,1.14,28.0
187,1,10,26.28,0.0,1.14,28.0
187,1,20,26.28,0.0,1.14,28.0
187,1,30,26.27,0.0,1.14,28.0
187,1,40,26.27,0.0,1.14,28.0
187,1,50,26.27,0.0,1.13,28.0
187,1,60,26.26,0.0,1.13,28.0
187,2,10,26.24,0.0,1.12,28.0
187,2,20,26.21,0.0,1.1,28.0
187,2,30,26.17,0.0,1.09,28.0
187,2,40,26.13,0.0,1.07,28.0
187,2,50,26.09,0.0,1.05,28.0
187,2,65,26.06,0.0,1.03,28.0
187,3,10,26.01,0.0,1.01,28.0
187,3,20,25.98,0.0,0.99,28.0
187,3,30,25.96,0.0,0.98,28.0
187,3,40,25.93,0.0,0.96,28.0
187,3,50,25.9,0.0,0.95,28.0
187,3,60,25.87,0.0,0.94,28.0
187,4,10,25.86,0.0,0.93,28.0
187,4,20,25.85,0.0,0.92,28.0
187,4,30,25.84,0.0,0.92,28.0
187,4,40,25.82,0.0,0.91,28.0
187,4,50,25.81,0.0,0.91,28.0
187,4,60,25.8,0.0,0.9,28.0
187,5,13,26.18,3175863.61,1.09,28.0
187,5,20,26.49,2930435.15,1.25,28.0
187,5,35,26.6,2773153.94,1.3,28.0
187,5,45,26.67,2712724.06,1.33,28.0
187,5,55,26.7,2667064.23,1.35,28.0
187,5,65,26.72,2635976.8,1.36,28.0
187,6,13,26.64,2719637.66,1.32,28.0
187,6,23,26.63,2760255.26,1.31,28.0
187,6,33,26.66,2800763.44,1.33,28.0
187,6,43,26.7,2839666.25,1.35,28.0
187,6,53,26.74,2879685.63,1.37,28.0
187,6,63,26.78,2921169.59,1.39,28.0
187,7,13,27.21,3390699.62,1.61,25.5
187,7,22,25.69,4311525.32,0.84,25.5
187,7,33,25.51,4061401.68,0.75,25.5
187,7,43,25.5,4095962.85,0.75,25.5
187,7,53,25.5,4137138.39,0.75,25.5
187,7,62,25.5,4176730.87,0.75,25.5
187,8,12,25.5,4228667.32,0.75,26.0
187,8,23,25.99,4090534.3,1.0,26.0
187,8,32,26.0,4224232.91,1.0,26.0
187,8,42,26.0,4283383.67,1.0,26.0
187,8,53,26.0,4336296.11,1.0,26.0
187,8,63,26.0,4386558.51,1.0,26.0
187,9,13,26.0,4419927.15,1.0,25.5
187,9,23,25.52,4630255.54,0.76,25.5
187,9,32,25.5,4597756.99,0.75,25.5
187,9,42,25.5,4612364.08,0.75,25.5
187,9,53,25.5,4628834.9,0.75,25.5
187,9,62,25.5,4648815.4,0.75,25.5
187,10,12,25.5,4682714.99,0.75,26.0
187,10,23,25.99,4516503.53,1.0,26.0
187,10,32,26.0,4635447.55,1.0,26.0
187,10,43,26.0,4678774.56,1.0,26.0
187,10,53,26.0,4719208.93,1.0,26.0
187,10,65,26.0,4766121.95,1.0,26.0
187,11,15,26.0,4593626.21,1.0,25.5
187,11,25,25.54,4784280.75,0.77,25.5
187,11,30,25.5,4739932.54,0.75,25.5
187,11,40,25.5,4746578.09,0.75,25.5
187,11,50,25.5,4758550.51,0.75,25.5
187,11,60,25.5,4772883.2,0.75,25.5
187,12,10,25.5,4983164.51,0.75,26.0
187,12,25,25.96,4821054.79,0.98,26.0
187,12,30,26.0,4917430.79,1.0,26.0
187,12,40,26.0,4952989.88,1.0,26.0
187,12,50,26.0,4983768.66,1.0,26.0
187,12,60,26.0,5012522.24,1.0,26.0
187,13,10,26.0,5045143.72,1.0,25.5
187,13,25,25.54,5259911.66,0.77,25.5
187,13,30,25.5,5238197.6,0.75,25.5
187,13,40,25.5,5252098.81,0.75,25.5
187,13,50,25.5,5268767.92,0.75,25.5
187,13,60,25.5,5286143.93,0.75,25.5
187,14,10,25.5,5283645.81,0.75,26.0
187,14,25,25.96,5088334.29,0.98,26.0
187,14,35,26.0,5157704.89,1.0,26.0
187,14,45,26.0,5167920.46,1.0,26.0
187,14,55,26.0,5172391.55,1.0,26.0
187,14,65,26.0,5174607.18,1.0,26.0
187,15,15,26.0,5181200.74,1.0,25.5
187,15,23,25.52,5375191.34,0.76,25.5
187,15,33,25.5,5309118.48,0.75,25.5
187,15,43,25.5,5299774.96,0.75,25.5
187,15,55,25.5,5297231.83,0.75,25.5
187,15,65,25.5,5294291.89,0.75,25.5
187,16,15,25.5,4716538.94,0.75,26.0
187,16,25,25.96,4439622.5,0.98,26.0
187,16,35,26.0,4460112.56,1.0,26.0
187,16,45,26.0,4414950.35,1.0,26.0
187,16,55,26.0,4367744.61,1.0,26.0
187,16,63,26.0,4324361.98,1.0,26.0
187,17,13,26.0,4131250.86,1.0,25.5
187,17,23,25.52,4269856.41,0.76,25.5
187,17,33,25.5,4173758.32,0.75,25.5
187,17,43,25.5,4117559.15,0.75,25.5
187,17,53,25.5,4065366.61,0.75,25.5
187,17,63,25.5,4010503.67,0.75,25.5
187,18,13,25.5,3781549.69,0.75,26.0
187,18,22,25.95,3355459.67,0.98,26.0
187,18,32,26.0,3213144.59,1.0,26.0
187,18,42,26.0,3021272.62,1.0,26.0
187,18,52,26.0,2841554.98,1.0,26.0
187,18,63,26.0,2672152.77,1.0,26.0
187,19,13,26.0,2576644.13,1.0,28.0
187,19,23,26.17,2444133.49,1.09,28.0
187,19,33,26.29,2396528.31,1.14,28.0
187,19,43,26.29,2353879.35,1.15,28.0
187,19,53,26.27,2314639.41,1.13,28.0
187,19,63,26.23,2277442.53,1.11,28.0
187,20,15,26.2,2265855.39,1.1,28.0
187,20,25,26.18,2255470.71,1.09,28.0
187,20,35,26.17,2245905.42,1.08,28.0
187,20,45,26.16,2237035.54,1.08,28.0
187,20,55,26.15,2228571.52,1.08,28.0
187,20,65,26.15,2220495.75,1.07,28.0
187,21,13,26.0,0.0,1.0,28.0
187,21,25,25.84,0.0,0.92,28.0
187,21,35,25.76,0.0,0.88,28.0
187,21,45,25.69,0.0,0.85,28.0
187,21,55,25.64,0.0,0.82,28.0
187,21,65,25.6,0.0,0.8,28.0
187,22,15,25.58,0.0,0.79,28.0
187,22,20,25.58,0.0,0.79,28.0
187,22,30,25.59,0.0,0.79,28.0
187,22,40,25.61,0.0,0.8,28.0
187,22,50,25.63,0.0,0.82,28.0
187,22,60,25.66,0.0,0.83,28.0
187,23,10,25.58,0.0,0.79,28.0
187,23,20,25.55,0.0,0.77,28.0
187,23,30,25.53,0.0,0.76,28.0
187,23,40,25.52,0.0,0.76,28.0
187,23,50,25.51,0.0,0.76,28.0
187,23,60,25.51,0.0,0.75,28.0
188,0,10,25.5,0.0,0.75,28.0
188,0,20,25.49,0.0,0.75,28.0
188,0,30,25.48,0.0,0.74,28.0
188,0,40,25.48,0.0,0.74,28.0
188,0,50,25.47,0.0,0.73,28.0
188,0,60,25.46,0.0,0.73,28.0
188,1,10,25.44,0.0,0.72,28.0
188,1,20,25.43,0.0,0.71,28.0
188,1,30,25.41,0.0,0.71,28.0
188,1,40,25.4,0.0,0.7,28.0
188,1,50,25.38,0.0,0.69,28.0
188,1,60,25.36,0.0,0.68,28.0
188,2,10,25.35,0.0,0.68,28.0
188,2,20,25.35,0.0,0.67,28.0
188,2,30,25.34,0.0,0.67,28.0
188,2,40,25.34,0.0,0.67,28.0
188,2,50,25.33,0.0,0.67,28.0
188,2,60,25.33,0.0,0.66,28.0
188,3,10,25.32,0.0,0.66,28.0
188,3,20,25.31,0.0,0.66,28.0
188,3,30,25.3,0.0,0.65,28.0
188,3,40,25.29,0.0,0.65,28.0
188,3,50,25.28,0.0,0.64,28.0
188,3,60,25.27,0.0,0.64,28.0
188,4,10,25.26,0.0,0.63,28.0
188,4,20,25.24,0.0,0.62,28.0
188,4,30,25.23,0.0,0.61,28.0
188,4,40,25.21,0.0,0.6,28.0
188,4,50,25.19,0.0,0.6,28.0
188,4,60,25.17,0.0,0.59,28.0
188,5,13,25.59,2850473.13,0.8,28.0
188,5,20,25.98,2568654.15,0.99,28.0
188,5,30,26.07,2466031.74,1.03,28.0
188,5,40,26.18,2369478.41,1.09,28.0
188,5,50,26.2,2329321.38,1.1,28.0
188,5,60,26.25,2273984.32,1.12,28.0
188,6,10,26.26,2147139.43,1.13,28.0
188,6,20,25.99,2137027.02,0.99,28.0
188,6,35,25.89,2128520.26,0.95,28.0
188,6,45,25.84,2124403.12,0.92,28.0
188,6,55,25.81,2121721.29,0.9,28.0
188,6,65,25.8,2120763.54,0.9,28.0
188,7,15,25.91,2223907.1,0.96,26.0
188,7,25,25.99,2239946.08,1.0,26.0
188,7,35,26.0,2267243.39,1.0,26.0
188,7,45,26.0,2296671.54,1.0,26.0
188,7,53,26.0,2331277.8,1.0,26.0
188,7,62,26.0,2363792.9,1.0,26.0
188,8,12,26.0,2410038.16,1.0,25.5
188,8,22,25.51,2634958.16,0.75,25.5
188,8,32,25.5,2587025.53,0.75,25.5
188,8,42,25.5,2609904.68,0.75,25.5
188,8,52,25.5,2626653.42,0.75,25.5
188,8,62,25.5,2640819.03,0.75,25.5
188,9,12,25.5,2630409.2,0.75,26.0
188,9,23,25.87,2498886.73,0.94,26.0
188,9,33,25.99,2526375.83,1.0,26.0
188,9,45,26.0,2530815.98,1.0,26.0
188,9,53,26.0,2529546.83,1.0,26.0
188,9,63,26.0,2528999.81,1.0,26.0
188,10,12,26.0,2587156.2,1.0,25.5
188,10,23,25.51,2804110.85,0.75,25.5
188,10,32,25.5,2776454.26,0.75,25.5
188,10,42,25.5,2825804.58,0.75,25.5
188,10,52,25.5,2874269.67,0.75,25.5
188,10,62,25.5,2926831.27,0.75,25.5
188,11,12,25.5,2793728.36,0.75,26.0
188,11,23,25.93,2673476.66,0.96,26.0
188,11,33,26.0,2726281.34,1.0,26.0
188,11,43,26.0,2746343.26,1.0,26.0
188,11,55,26.0,2765010.74,1.0,26.0
188,11,65,26.0,2783210.84,1.0,26.0
188,12,10,26.0,2752250.66,1.0,25.5
188,12,25,25.54,2869345.95,0.77,25.5
188,12,30,25.5,2778734.07,0.75,25.5
188,12,40,25.5,2745323.48,0.75,25.5
188,12,55,25.5,2710704.74,0.75,25.5
188,12,63,25.5,2675634.28,0.75,25.5
188,13,12,25.5,2663381.01,0.75,26.0
188,13,23,25.88,2525566.17,0.94,26.0
188,13,32,26.0,2542878.71,1.0,26.0
188,13,42,26.0,2533271.89,1.0,26.0
188,13,53,26.0,2518852.25,1.0,26.0
188,13,62,26.0,2503078.66,1.0,26.0
188,14,12,26.0,2493844.19,1.0,25.5
188,14,23,25.52,2633971.85,0.76,25.5
188,14,33,25.5,2556814.39,0.75,25.5
188,14,43,25.5,2544634.17,0.75,25.5
188,14,53,25.5,2535290.58,0.75,25.5
188,14,65,25.5,2526984.53,0.75,25.5
188,15,15,25.5,2505232.81,0.75,26.0
188,15,25,25.88,2370027.65,0.94,26.0
188,15,35,25.99,2374509.43,0.99,26.0
188,15,45,26.0,2363377.87,1.0,26.0
188,15,55,26.0,2345712.42,1.0,26.0
188,15,65,26.0,2326769.76,1.0,26.0
188,16,15,26.0,2232648.29,1.0,25.5
188,16,23,25.52,2348214.26,0.76,25.5
188,16,33,25.5,2249958.45,0.75,25.5
188,16,43,25.5,2218314.47,0.75,25.5
188,16,53,25.5,2191084.32,0.75,25.5
188,16,63,25.5,2165405.25,0.75,25.5
188,17,13,25.42,0.0,0.71,26.5
188,17,25,25.35,0.0,0.67,26.5
188,17,35,25.31,0.0,0.66,26.5
188,17,45,25.29,0.0,0.65,26.5
188,17,55,25.28,0.0,0.64,26.5
188,17,65,25.26,0.0,0.63,26.5
188,18,15,25.26,0.0,0.63,26.0
188,18,25,25.25,0.0,0.63,26.0
188,18,35,25.25,0.0,0.63,26.0
188,18,45,25.25,0.0,0.63,26.0
188,18,55,25.25,0.0,0.63,26.0
188,18,65,25.25,0.0,0.63,26.0
188,19,15,25.25,0.0,0.62,28.0
188,19,25,25.24,0.0,0.62,28.0
188,19,35,25.24,0.0,0.62,28.0
188,19,45,25.23,0.0,0.61,28.0
188,19,55,25.22,0.0,0.61,28.0
188,19,65,25.21,0.0,0.6,28.0
188,20,10,25.2,0.0,0.6,28.0
188,20,20,25.2,0.0,0.6,28.0
188,20,30,25.19,0.0,0.6,28.0
188,20,40,25.19,0.0,0.6,28.0
188,20,50,25.19,0.0,0.59,28.0
188,20,60,25.19,0.0,0.59,28.0
188,21,10,25.18,0.0,0.59,28.0
188,21,20,25.16,0.0,0.58,28.0
188,21,30,25.14,0.0,0.57,28.0
188,21,40,25.12,0.0,0.56,28.0
188,21,50,25.1,0.0,0.55,28.0
188,21,60,25.08,0.0,0.54,28.0
188,22,10,25.06,0.0,0.53,28.0
188,22,20,25.04,0.0,0.52,28.0
188,22,30,25.02,0.0,0.51,28.0
188,22,40,25.01,0.0,0.5,28.0
188,22,50,24.99,0.0,0.49,28.0
188,22,60,24.97,0.0,0.49,28.0
188,23,10,24.96,0.0,0.48,28.0
188,23,20,24.95,0.0,0.48,28.0
188,23,30,24.94,0.0,0.47,28.0
188,23,40,24.94,0.0,0.47,28.0
188,23,50,24.93,0.0,0.46,28.0
188,23,60,24.92,0.0,0.46,28.0
189,0,10,24.91,0.0,0.46,28.0
189,0,20,24.9,0.0,0.45,28.0
189,0,30,24.89,0.0,0.44,28.0
189,0,40,24.87,0.0,0.44,28.0
189,0,50,24.86,0.0,0.43,28.0
189,0,60,24.84,0.0,0.42,28.0
189,1,10,24.82,0.0,0.41,28.0
189,1,20,24.8,0.0,0.4,28.0
189,1,30,24.78,0.0,0.39,28.0
189,1,40,24.75,0.0,0.38,28.0
189,1,50,24.73,0.0,0.36,28.0
189,1,60,24.7,0.0,0.35,28.0
189,2,10,24.67,0.0,0.34,28.0
189,2,20,24.65,0.0,0.32,28.0
189,2,30,24.62,0.0,0.31,28.0
189,2,40,24.6,0.0,0.3,28.0
189,2,50,24.57,0.0,0.29,28.0
189,2,60,24.55,0.0,0.27,28.0
189,3,10,24.53,0.0,0.26,28.0
189,3,20,24.51,0.0,0.26,28.0
189,3,30,24.5,0.0,0.25,28.0
189,3,40,24.49,0.0,0.24,28.0
189,3,50,24.47,0.0,0.24,28.0
189,3,60,24.46,0.0,0.23,28.0
189,4,10,24.44,0.0,0.22,28.0
189,4,20,24.42,0.0,0.21,28.0
189,4,30,24.4,0.0,0.2,28.0
189,4,40,24.37,0.0,0.19,28.0
189,4,50,24.35,0.0,0.17,28.0
189,4,60,24.32,0.0,0.16,28.0
189,5,10,24.32,0.0,0.16,28.0
189,5,20,24.34,0.0,0.17,28.0
189,5,30,24.36,0.0,0.18,28.0
189,5,40,24.38,0.0,0.19,28.0
189,5,50,24.41,0.0,0.2,28.0
189,5,65,24.43,0.0,0.21,28.0
189,6,15,24.45,0.0,0.22,28.0
189,6,25,24.46,0.0,0.23,28.0
189,6,35,24.47,0.0,0.23,28.0
189,6,45,24.48,0.0,0.24,28.0
189,6,55,24.48,0.0,0.24,28.0
189,6,65,24.49,0.0,0.25,28.0
189,7,13,24.5,0.0,0.25,25.0
189,7,23,24.52,0.0,0.26,25.0
189,7,33,24.53,0.0,0.27,25.0
189,7,43,24.55,0.0,0.28,25.0
189,7,53,24.58,0.0,0.29,25.0
189,7,63,24.6,0.0,0.3,25.0
189,8,13,24.64,0.0,0.32,25.0
189,8,23,24.69,0.0,0.35,25.0
189,8,32,24.75,0.0,0.38,25.0
189,8,42,24.81,0.0,0.41,25.0
189,8,53,24.87,0.0,0.43,25.0
189,8,62,24.93,0.0,0.46,25.0
189,9,12,24.96,0.0,0.48,25.0
189,9,23,24.99,0.0,0.49,25.0
189,9,32,25.0,0.0,0.5,25.0
189,9,42,25.02,0.0,0.51,25.0
189,9,53,25.03,0.0,0.51,25.0
189,9,62,25.04,0.0,0.52,25.0
189,10,13,25.06,0.0,0.53,26.0
189,10,23,25.08,0.0,0.54,26.0
189,10,33,25.1,0.0,0.55,26.0
189,10,45,25.13,0.0,0.57,26.0
189,10,55,25.16,0.0,0.58,26.0
189,10,65,25.18,0.0,0.59,26.0
189,11,15,25.2,0.0,0.6,26.5
189,11,25,25.22,0.0,0.61,26.5
189,11,35,25.24,0.0,0.62,26.5
189,11,40,25.25,0.0,0.63,26.5
189,11,50,25.27,0.0,0.63,26.5
189,11,65,25.28,0.0,0.64,26.5
189,12,13,25.29,0.0,0.65,26.0
189,12,23,25.3,0.0,0.65,26.0
189,12,32,25.31,0.0,0.65,26.0
189,12,42,25.31,0.0,0.65,26.0
189,12,53,25.31,0.0,0.66,26.0
189,12,63,25.32,0.0,0.66,26.0
189,13,13,25.31,0.0,0.66,26.0
189,13,25,25.31,0.0,0.66,26.0
189,13,35,25.31,0.0,0.65,26.0
189,13,45,25.3,0.0,0.65,26.0
189,13,50,25.3,0.0,0.65,26.0
189,13,60,25.3,0.0,0.65,26.0
189,14,10,25.3,0.0,0.65,26.5
189,14,20,25.31,0.0,0.66,26.5
189,14,35,25.32,0.0,0.66,26.5
189,14,45,25.34,0.0,0.67,26.5
189,14,50,25.35,0.0,0.68,26.5
189,14,60,25.37,0.0,0.69,26.5
189,15,10,25.39,0.0,0.69,26.0
189,15,20,25.4,0.0,0.7,26.0
189,15,30,25.42,0.0,0.71,26.0
189,15,40,25.43,0.0,0.72,26.0
189,15,50,25.45,0.0,0.72,26.0
189,15,60,25.46,0.0,0.73,26.0
189,16,15,25.47,502699.03,0.74,26.5
189,16,20,25.48,459974.7,0.74,26.5
189,16,30,25.49,466607.6,0.74,26.5
189,16,43,25.49,0.0,0.75,26.5
189,16,55,25.5,494792.98,0.75,26.5
189,16,65,25.51,431102.34,0.75,26.5
189,17,15,25.51,408088.37,0.75,26.0
189,17,25,25.51,0.0,0.76,26.0
189,17,35,25.51,0.0,0.76,26.0
189,17,45,25.51,0.0,0.76,26.0
189,17,55,25.51,0.0,0.76,26.0
189,17,65,25.51,0.0,0.75,26.0
189,18,15,25.5,0.0,0.75,26.0
189,18,25,25.49,0.0,0.74,26.0
189,18,35,25.47,0.0,0.74,26.0
189,18,45,25.46,0.0,0.73,26.0
189,18,53,25.44,0.0,0.72,26.0
189,18,65,25.42,0.0,0.71,26.0
189,19,15,25.41,0.0,0.7,28.0
189,19,25,25.4,0.0,0.7,28.0
189,19,35,25.4,0.0,0.7,28.0
189,19,45,25.39,0.0,0.7,28.0
189,19,55,25.39,0.0,0.69,28.0
189,19,65,25.39,0.0,0.69,28.0
189,20,15,25.37,0.0,0.69,28.0
189,20,25,25.35,0.0,0.68,28.0
189,20,35,25.32,0.0,0.66,28.0
189,20,45,25.3,0.0,0.65,28.0
189,20,55,25.26,0.0,0.63,28.0
189,20,65,25.23,0.0,0.61,28.0
189,21,10,25.2,0.0,0.6,28.0
189,21,20,25.19,0.0,0.59,28.0
189,21,30,25.18,0.0,0.59,28.0
189,21,40,25.17,0.0,0.59,28.0
189,21,50,25.17,0.0,0.58,28.0
189,21,60,25.16,0.0,0.58,28.0
189,22,10,25.16,0.0,0.58,28.0
189,22,20,25.16,0.0,0.58,28.0
189,22,30,25.15,0.0,0.58,28.0
189,22,40,25.15,0.0,0.58,28.0
189,22,50,25.15,0.0,0.57,28.0
189,22,60,25.15,0.0,0.57,28.0
189,23,10,25.21,0.0,0.61,28.0
189,23,20,25.23,0.0,0.62,28.0
189,23,30,25.24,0.0,0.62,28.0
189,23,40,25.23,0.0,0.62,28.0
189,23,50,25.22,0.0,0.61,28.0
189,23,60,25.21,0.0,0.61,28.0
190,0,10,25.2,0.0,0.6,28.0
190,0,20,25.18,0.0,0.59,28.0
190,0,30,25.17,0.0,0.58,28.0
190,0,40,25.15,0.0,0.57,28.0
190,0,50,25.13,0.0,0.57,28.0
190,0,60,25.11,0.0,0.56,28.0
190,1,10,25.1,0.0,0.55,28.0
190,1,20,25.09,0.0,0.55,28.0
190,1,30,25.09,0.0,0.54,28.0
190,1,40,25.08,0.0,0.54,28.0
190,1,50,25.08,0.0,0.54,28.0
190,1,60,25.08,0.0,0.54,28.0
190,2,10,25.08,0.0,0.54,28.0
190,2,20,25.08,0.0,0.54,28.0
190,2,30,25.08,0.0,0.54,28.0
190,2,40,25.09,0.0,0.54,28.0
190,2,50,25.09,0.0,0.55,28.0
190,2,60,25.1,0.0,0.55,28.0
190,3,10,25.1,0.0,0.55,28.0
190,3,20,25.09,0.0,0.54,28.0
190,3,30,25.08,0.0,0.54,28.0
190,3,40,25.07,0.0,0.53,28.0
190,3,50,25.05,0.0,0.53,28.0
190,3,60,25.04,0.0,0.52,28.0
190,4,10,25.04,0.0,0.52,28.0
190,4,20,25.05,0.0,0.52,28.0
190,4,30,25.05,0.0,0.52,28.0
190,4,40,25.05,0.0,0.52,28.0
190,4,50,25.04,0.0,0.52,28.0
190,4,60,25.04,0.0,0.52,28.0
190,5,13,25.42,2913577.27,0.71,28.0
190,5,20,25.7,2571334.45,0.85,28.0
190,5,30,25.77,2451475.28,0.89,28.0
190,5,40,25.85,2362570.45,0.93,28.0
190,5,50,25.89,2308241.56,0.95,28.0
190,5,60,25.91,2266389.19,0.96,28.0
190,6,10,25.98,2220704.13,0.99,28.0
190,6,20,25.8,2215536.22,0.9,28.0
190,6,30,25.8,2208350.28,0.9,28.0
190,6,40,25.75,2203773.49,0.88,28.0
190,6,50,25.74,2200542.34,0.87,28.0
190,6,60,25.73,2198292.26,0.87,28.0
190,7,15,26.18,2652107.29,1.09,25.5
190,7,23,25.52,3100917.88,0.76,25.5
190,7,35,25.5,2997098.31,0.75,25.5
190,7,45,25.5,3013304.49,0.75,25.5
190,7,55,25.5,3029233.14,0.75,25.5
190,7,65,25.5,3044812.71,0.75,25.5
190,8,15,25.5,3008323.69,0.75,26.0
190,8,25,25.96,2816947.36,0.98,26.0
190,8,35,26.0,2852425.98,1.0,26.0
190,8,40,26.0,2823515.37,1.0,26.0
190,8,50,26.0,2790341.77,1.0,26.0
190,8,60,26.0,2756078.81,1.0,26.0
190,9,15,26.0,2779755.58,1.0,25.5
190,9,25,25.54,2942603.57,0.77,25.5
190,9,35,25.5,2913847.87,0.75,25.5
190,9,45,25.5,2931616.89,0.75,25.5
190,9,55,25.5,2950883.58,0.75,25.5
190,9,65,25.5,2970521.8,0.75,25.5
